id,name_en,name_hi,category,water_requirement_mm_per_season,irrigation_frequency_days,fertilizer_n_kg_per_ha,fertilizer_p_kg_per_ha,fertilizer_k_kg_per_ha,notes
87,Betel Leaf - Hybrid,पान,Cash Crop,828.6,16,137.8,61.1,94.0,"Estimated values — region, variety and management dependent. Validate locally before use."
377,Linseed (Flax) - Hybrid,अलसी,Oilseed,351.2,20,112.1,43.2,42.8,"Estimated values — region, variety and management dependent. Validate locally before use."
531,Beetroot,चुकंदर,Vegetable,777.5,5,129.7,62.0,126.0,"Estimated values — region, variety and management dependent. Validate locally before use."
985,Lemon - Short Duration #85,नींबू,Fruit,1378.7,8,217.0,145.8,190.2,"Estimated values — region, variety and management dependent. Validate locally before use."
852,Castor - Hybrid #52,अरंडी,Oilseed,375.5,13,91.6,30.6,72.1,"Estimated values — region, variety and management dependent. Validate locally before use."
346,Pumpkin,कद्दू,Vegetable,493.6,9,118.3,115.8,123.0,"Estimated values — region, variety and management dependent. Validate locally before use."
404,Garlic - High Yielding,लहसुन,Vegetable,742.0,10,130.2,94.0,70.9,"Estimated values — region, variety and management dependent. Validate locally before use."
227,Pumpkin - Hybrid,कद्दू,Vegetable,368.2,4,161.0,102.2,122.1,"Estimated values — region, variety and management dependent. Validate locally before use."
988,Apple - Variety A #88,सेब,Fruit,485.7,10,340.1,64.6,281.3,"Estimated values — region, variety and management dependent. Validate locally before use."
165,Onion - Short Duration,प्याज,Vegetable,795.0,4,191.8,83.4,106.1,"Estimated values — region, variety and management dependent. Validate locally before use."
336,Sorghum (forage),ज्वार (चारा),Fodder,893.3,10,173.5,53.0,74.8,"Estimated values — region, variety and management dependent. Validate locally before use."
601,Finger Millet (Ragi) #1,रागी,Cereal,689.0,9,165.4,23.7,75.3,"Estimated values — region, variety and management dependent. Validate locally before use."
917,Clove - Hybrid #17,लौंग,Spice,580.4,14,72.4,33.1,123.7,"Estimated values — region, variety and management dependent. Validate locally before use."
473,Proso Millet - Variety A,बासमा,Cereal,563.2,9,191.5,32.6,77.7,"Estimated values — region, variety and management dependent. Validate locally before use."
448,Bamboo - Variety A,बांस,Other,756.5,18,56.8,110.7,114.9,"Estimated values — region, variety and management dependent. Validate locally before use."
108,Pumpkin - Variety A,कद्दू,Vegetable,701.3,10,148.7,53.2,114.8,"Estimated values — region, variety and management dependent. Validate locally before use."
857,Almond - Hybrid #57,बादाम,Nut,610.7,12,222.4,79.3,133.6,"Estimated values — region, variety and management dependent. Validate locally before use."
156,Pear,नाशपाती,Fruit,699.5,15,223.4,62.1,110.0,"Estimated values — region, variety and management dependent. Validate locally before use."
459,Aloe Vera - High Yielding,घृतकुमारी,Other,529.9,20,133.5,17.5,38.7,"Estimated values — region, variety and management dependent. Validate locally before use."
281,Tomato,टमाटर,Vegetable,824.0,6,93.9,93.1,186.7,"Estimated values — region, variety and management dependent. Validate locally before use."
208,Coffee - Variety A,कॉफ़ी,Plantation,1380.2,9,341.4,52.8,261.0,"Estimated values — region, variety and management dependent. Validate locally before use."
155,Apple - Short Duration,सेब,Fruit,717.5,8,217.2,95.6,200.6,"Estimated values — region, variety and management dependent. Validate locally before use."
588,Arrowroot - Variety A,अरारुट,Other,202.1,20,175.3,36.9,99.6,"Estimated values — region, variety and management dependent. Validate locally before use."
758,Brinjal (Eggplant) - Variety A #58,बैंगन,Vegetable,389.2,10,174.9,119.0,48.7,"Estimated values — region, variety and management dependent. Validate locally before use."
986,Grapes #86,अंगूर,Fruit,1217.8,21,204.0,105.4,277.1,"Estimated values — region, variety and management dependent. Validate locally before use."
384,Papaya - High Yielding,पपीता,Fruit,1071.1,10,339.3,91.9,174.6,"Estimated values — region, variety and management dependent. Validate locally before use."
802,Tea - Hybrid #2,चाय,Plantation,1697.6,17,267.1,241.4,256.2,"Estimated values — region, variety and management dependent. Validate locally before use."
649,Radish - High Yielding #49,मूली,Vegetable,568.0,6,115.6,95.5,96.1,"Estimated values — region, variety and management dependent. Validate locally before use."
807,Maize(Fodder) - Hybrid #7,चारे का मक्का,Fodder,721.1,8,213.4,61.0,78.5,"Estimated values — region, variety and management dependent. Validate locally before use."
537,Coriander - Hybrid,धनिया,Herb,375.6,5,97.6,26.6,99.2,"Estimated values — region, variety and management dependent. Validate locally before use."
504,Guava - High Yielding,अमरुद,Fruit,1385.1,15,248.5,187.2,127.3,"Estimated values — region, variety and management dependent. Validate locally before use."
738,Almond - Variety A #38,बादाम,Nut,1178.0,23,294.1,73.0,170.1,"Estimated values — region, variety and management dependent. Validate locally before use."
560,Clove - Short Duration,लौंग,Spice,392.5,8,81.2,28.9,165.1,"Estimated values — region, variety and management dependent. Validate locally before use."
545,Lentil (Masoor) - Short Duration,मसूर,Pulse,396.8,19,41.6,28.8,21.3,"Estimated values — region, variety and management dependent. Validate locally before use."
357,Honey - Hybrid,शहद,Other,649.3,12,63.5,23.5,95.4,"Estimated values — region, variety and management dependent. Validate locally before use."
207,Tea - Hybrid,चाय,Plantation,1804.2,30,308.8,129.5,353.7,"Estimated values — region, variety and management dependent. Validate locally before use."
889,Cabbage - High Yielding #89,पत्तागोभी,Vegetable,606.3,9,119.4,53.6,45.8,"Estimated values — region, variety and management dependent. Validate locally before use."
612,Sunflower - Hybrid #12,सूरजमुखी,Oilseed,314.7,14,66.0,49.7,21.9,"Estimated values — region, variety and management dependent. Validate locally before use."
712,Job's Tears - Hybrid #12,हज़ारमुखी,Cereal,561.8,10,122.6,49.8,38.4,"Estimated values — region, variety and management dependent. Validate locally before use."
532,Cabbage - Hybrid,पत्तागोभी,Vegetable,400.9,7,176.2,101.8,119.3,"Estimated values — region, variety and management dependent. Validate locally before use."
260,Areca Nut (Supari) - Short Duration,सुपारी,Plantation,1184.8,10,233.4,243.2,151.6,"Estimated values — region, variety and management dependent. Validate locally before use."
154,Pomegranate - High Yielding,अनार,Fruit,465.6,19,176.9,162.3,242.3,"Estimated values — region, variety and management dependent. Validate locally before use."
853,Linseed (Flax) - Variety A #53,अलसी,Oilseed,446.1,17,128.7,20.2,72.9,"Estimated values — region, variety and management dependent. Validate locally before use."
64,Chilli (Hot Pepper) - High Yielding,मिर्च,Spice,744.0,11,47.9,53.4,43.5,"Estimated values — region, variety and management dependent. Validate locally before use."
435,Basil (Tulsi) - Short Duration,तुलसी,Herb,431.0,9,43.7,71.3,118.4,"Estimated values — region, variety and management dependent. Validate locally before use."
340,Aloe Vera - Short Duration,घृतकुमारी,Other,842.9,15,43.4,107.3,22.5,"Estimated values — region, variety and management dependent. Validate locally before use."
514,Peach - High Yielding,आड़ू,Fruit,1334.1,17,127.3,170.0,332.5,"Estimated values — region, variety and management dependent. Validate locally before use."
749,Pomegranate - High Yielding #49,अनार,Fruit,1279.9,17,321.5,75.0,133.1,"Estimated values — region, variety and management dependent. Validate locally before use."
488,Tobacco - Variety A,तंबाकू,Cash Crop,647.6,10,123.0,28.7,82.3,"Estimated values — region, variety and management dependent. Validate locally before use."
525,Sweet Potato - Short Duration,शकरकन्द,Vegetable,606.5,7,181.4,86.0,107.7,"Estimated values — region, variety and management dependent. Validate locally before use."
894,Coriander - High Yielding #94,धनिया,Herb,442.5,7,65.5,38.3,10.5,"Estimated values — region, variety and management dependent. Validate locally before use."
953,Wheat - Variety A #53,गेहूं,Cereal,375.1,7,98.3,58.8,21.3,"Estimated values — region, variety and management dependent. Validate locally before use."
187,Cluster Bean (Guar) - Hybrid,ग्वार,Vegetable,560.4,4,209.3,96.3,56.1,"Estimated values — region, variety and management dependent. Validate locally before use."
674,Turmeric - High Yielding #74,हल्दी,Spice,939.9,8,55.7,75.6,119.4,"Estimated values — region, variety and management dependent. Validate locally before use."
344,Watermelon - High Yielding,तरबूज,Fruit,1103.8,9,291.9,69.4,225.7,"Estimated values — region, variety and management dependent. Validate locally before use."
378,Coconut - Variety A,नारियल,Plantation,1750.3,14,128.8,239.6,133.0,"Estimated values — region, variety and management dependent. Validate locally before use."
904,Pigeon Pea (Tur/Arhar) - High Yielding #4,अरहर/तुअर,Pulse,304.8,21,44.2,37.3,25.0,"Estimated values — region, variety and management dependent. Validate locally before use."
369,Tobacco - High Yielding,तंबाकू,Cash Crop,315.4,16,111.6,65.0,18.6,"Estimated values — region, variety and management dependent. Validate locally before use."
569,Maize(Fodder) - High Yielding,चारे का मक्का,Fodder,658.9,8,179.7,37.7,46.5,"Estimated values — region, variety and management dependent. Validate locally before use."
276,Peach,आड़ू,Fruit,1321.1,18,121.1,146.9,109.8,"Estimated values — region, variety and management dependent. Validate locally before use."
691,Sesbania #91,सेसबानिया,Fodder,717.7,6,169.0,34.5,98.7,"Estimated values — region, variety and management dependent. Validate locally before use."
267,Litchi - Hybrid,लिची,Fruit,594.9,19,257.0,119.6,240.9,"Estimated values — region, variety and management dependent. Validate locally before use."
783,Lentil (Masoor) - Variety A #83,मसूर,Pulse,437.3,14,44.3,37.6,14.0,"Estimated values — region, variety and management dependent. Validate locally before use."
938,Moringa (Drumstick) - Variety A #38,सहजन/मोरिंगा,Vegetable,616.0,5,84.9,93.1,177.7,"Estimated values — region, variety and management dependent. Validate locally before use."
534,Broccoli - High Yielding,ब्रोकली,Vegetable,520.1,10,208.7,100.8,110.6,"Estimated values — region, variety and management dependent. Validate locally before use."
23,Cashew - Variety A,काजू,Nut,1080.3,10,230.0,94.4,138.7,"Estimated values — region, variety and management dependent. Validate locally before use."
543,French Beans - Variety A,फ्रेंच बीन्स,Vegetable,895.5,10,191.5,96.1,61.2,"Estimated values — region, variety and management dependent. Validate locally before use."
98,Sorghum (forage) - Variety A,ज्वार (चारा),Fodder,815.3,12,203.6,64.6,97.0,"Estimated values — region, variety and management dependent. Validate locally before use."
296,Broccoli,ब्रोकली,Vegetable,450.0,9,161.7,69.7,189.5,"Estimated values — region, variety and management dependent. Validate locally before use."
461,Stevia,स्टीविया,Other,693.2,14,138.7,11.7,111.1,"Estimated values — region, variety and management dependent. Validate locally before use."
198,Turmeric - Variety A,हल्दी,Spice,821.3,7,203.9,94.5,169.9,"Estimated values — region, variety and management dependent. Validate locally before use."
708,Foxtail Millet - Variety A #8,कुटकी,Cereal,585.3,17,144.2,51.4,74.4,"Estimated values — region, variety and management dependent. Validate locally before use."
262,Almond - Hybrid,बादाम,Nut,1244.5,14,175.8,78.1,97.3,"Estimated values — region, variety and management dependent. Validate locally before use."
311,Green Gram (Moong),मूंग,Pulse,512.0,10,41.8,39.4,17.6,"Estimated values — region, variety and management dependent. Validate locally before use."
980,Guava - Short Duration #80,अमरुद,Fruit,850.8,12,127.6,128.5,116.7,"Estimated values — region, variety and management dependent. Validate locally before use."
161,Strawberry,स्ट्रॉबेरी,Fruit,1098.3,14,342.3,120.5,202.1,"Estimated values — region, variety and management dependent. Validate locally before use."
403,Onion - Variety A,प्याज,Vegetable,498.4,9,158.0,60.6,69.8,"Estimated values — region, variety and management dependent. Validate locally before use."
540,Chilli (Hot Pepper) - Short Duration,मिर्च,Spice,672.6,16,137.0,52.4,146.7,"Estimated values — region, variety and management dependent. Validate locally before use."
177,Broccoli - Hybrid,ब्रोकली,Vegetable,631.2,8,144.1,114.6,179.1,"Estimated values — region, variety and management dependent. Validate locally before use."
727,Soybean - Hybrid #27,सोयाबीन,Oilseed,478.9,15,83.4,40.6,28.0,"Estimated values — region, variety and management dependent. Validate locally before use."
794,Ginger - High Yielding #94,अदरक,Spice,475.9,16,196.4,106.0,99.8,"Estimated values — region, variety and management dependent. Validate locally before use."
819,Moringa (Drumstick) - High Yielding #19,सहजन/मोरिंगा,Vegetable,601.7,6,213.8,64.1,53.8,"Estimated values — region, variety and management dependent. Validate locally before use."
779,Capsicum (Bell Pepper) - High Yielding #79,शिमला मिर्च,Vegetable,530.8,8,235.7,101.0,83.8,"Estimated values — region, variety and management dependent. Validate locally before use."
757,Tomato - Hybrid #57,टमाटर,Vegetable,697.0,5,161.9,93.1,142.6,"Estimated values — region, variety and management dependent. Validate locally before use."
298,Fenugreek (Methi) - Variety A,मेथी,Leafy Vegetable,436.4,7,72.1,46.2,114.6,"Estimated values — region, variety and management dependent. Validate locally before use."
92,Mustard Greens - Hybrid,सरसों का साग,Leafy Vegetable,527.7,8,136.4,63.1,58.4,"Estimated values — region, variety and management dependent. Validate locally before use."
930,Sunhemp - Short Duration #30,सनहेम्प,Fodder,514.1,10,164.5,62.6,112.6,"Estimated values — region, variety and management dependent. Validate locally before use."
450,Maize(Fodder) - Short Duration,चारे का मक्का,Fodder,579.8,12,134.6,68.2,126.7,"Estimated values — region, variety and management dependent. Validate locally before use."
646,Cassava (Tapioca) #46,कसावा,Vegetable,666.8,9,176.1,114.9,62.5,"Estimated values — region, variety and management dependent. Validate locally before use."
15,Mustard / Rapeseed - Short Duration,सरसों,Oilseed,505.4,10,62.9,21.0,38.9,"Estimated values — region, variety and management dependent. Validate locally before use."
481,Pearl Millet (Bajra),बाजरा,Cereal,571.9,17,125.6,50.9,37.7,"Estimated values — region, variety and management dependent. Validate locally before use."
997,Okra (Bhindi) - Hybrid #97,भिन्डी,Vegetable,538.3,9,85.9,62.8,42.6,"Estimated values — region, variety and management dependent. Validate locally before use."
869,Apple - High Yielding #69,सेब,Fruit,1386.7,19,269.6,114.7,205.2,"Estimated values — region, variety and management dependent. Validate locally before use."
432,Cowpea (Lobia) - Hybrid,लोबिया,Pulse,383.9,20,45.2,11.5,32.2,"Estimated values — region, variety and management dependent. Validate locally before use."
696,Vegetable Soybean #96,सब्जी सोयाबीन,Vegetable,709.3,7,235.0,91.8,136.2,"Estimated values — region, variety and management dependent. Validate locally before use."
503,Papaya - Variety A,पपीता,Fruit,1356.6,13,235.9,168.6,189.9,"Estimated values — region, variety and management dependent. Validate locally before use."
261,Cashew,काजू,Nut,1347.6,21,263.0,140.4,99.4,"Estimated values — region, variety and management dependent. Validate locally before use."
329,Bamboo - High Yielding,बांस,Other,493.1,13,190.9,13.6,39.2,"Estimated values — region, variety and management dependent. Validate locally before use."
180,Coriander - Short Duration,धनिया,Herb,595.4,6,69.5,12.6,65.3,"Estimated values — region, variety and management dependent. Validate locally before use."
565,Coffee - Short Duration,कॉफ़ी,Plantation,904.1,10,159.2,74.6,319.0,"Estimated values — region, variety and management dependent. Validate locally before use."
396,Plum,आलूबुखारा,Fruit,1110.5,21,292.2,147.8,158.1,"Estimated values — region, variety and management dependent. Validate locally before use."
496,Linseed (Flax),अलसी,Oilseed,520.5,20,89.1,37.3,34.5,"Estimated values — region, variety and management dependent. Validate locally before use."
36,Apple,सेब,Fruit,407.9,18,257.8,84.3,326.4,"Estimated values — region, variety and management dependent. Validate locally before use."
443,Vanilla - Variety A,वैनिला,Spice,893.0,8,136.4,102.9,29.3,"Estimated values — region, variety and management dependent. Validate locally before use."
928,Napier Grass - Variety A #28,नेपियर घास,Fodder,715.9,7,198.9,58.4,151.4,"Estimated values — region, variety and management dependent. Validate locally before use."
660,Capsicum (Bell Pepper) - Short Duration #60,शिमला मिर्च,Vegetable,594.6,4,141.3,74.2,87.1,"Estimated values — region, variety and management dependent. Validate locally before use."
637,Strawberry - Hybrid #37,स्ट्रॉबेरी,Fruit,1282.7,20,180.9,53.3,246.7,"Estimated values — region, variety and management dependent. Validate locally before use."
99,Napier - High Yielding,नेपियर,Fodder,529.6,8,194.4,36.6,133.3,"Estimated values — region, variety and management dependent. Validate locally before use."
338,Pulses (Mixed) - Variety A,मिश्रित दालें,Pulse,488.1,18,21.2,39.6,33.8,"Estimated values — region, variety and management dependent. Validate locally before use."
13,Soybean - Variety A,सोयाबीन,Oilseed,494.4,19,103.5,36.0,34.7,"Estimated values — region, variety and management dependent. Validate locally before use."
685,Rubber - Short Duration #85,रबर,Plantation,1756.2,15,324.1,171.0,126.8,"Estimated values — region, variety and management dependent. Validate locally before use."
117,Job's Tears - Hybrid,हज़ारमुखी,Cereal,606.8,9,152.7,58.5,63.1,"Estimated values — region, variety and management dependent. Validate locally before use."
447,Rubber - Hybrid,रबर,Plantation,1946.9,10,329.1,200.9,374.3,"Estimated values — region, variety and management dependent. Validate locally before use."
408,Cassava (Tapioca) - Variety A,कसावा,Vegetable,872.4,6,179.0,85.8,81.8,"Estimated values — region, variety and management dependent. Validate locally before use."
816,Aloe Vera #16,घृतकुमारी,Other,406.9,13,101.2,54.5,70.1,"Estimated values — region, variety and management dependent. Validate locally before use."
313,Cowpea (Lobia) - Variety A,लोबिया,Pulse,481.5,21,47.8,14.0,20.6,"Estimated values — region, variety and management dependent. Validate locally before use."
359,Rice - High Yielding,धान,Cereal,399.3,20,188.3,52.5,76.0,"Estimated values — region, variety and management dependent. Validate locally before use."
472,Little Millet - Hybrid,सामा,Cereal,318.6,8,162.1,31.2,52.6,"Estimated values — region, variety and management dependent. Validate locally before use."
205,Vanilla - Short Duration,वैनिला,Spice,939.8,14,214.1,49.5,176.7,"Estimated values — region, variety and management dependent. Validate locally before use."
228,Bottle Gourd (Lauki) - Variety A,लौकी,Vegetable,365.4,8,117.7,89.2,156.4,"Estimated values — region, variety and management dependent. Validate locally before use."
482,Finger Millet (Ragi) - Hybrid,रागी,Cereal,398.6,8,89.8,26.2,62.7,"Estimated values — region, variety and management dependent. Validate locally before use."
40,Apricot - Short Duration,खुबानी,Fruit,789.7,13,216.8,159.4,268.3,"Estimated values — region, variety and management dependent. Validate locally before use."
392,Pomegranate - Hybrid,अनार,Fruit,455.8,21,232.8,145.7,113.1,"Estimated values — region, variety and management dependent. Validate locally before use."
111,Ridge Gourd,तोरई,Vegetable,330.2,7,135.6,76.4,94.0,"Estimated values — region, variety and management dependent. Validate locally before use."
833,Honey - Variety A #33,शहद,Other,321.9,16,85.6,44.8,91.4,"Estimated values — region, variety and management dependent. Validate locally before use."
813,Napier - Variety A #13,नेपियर,Fodder,839.3,11,163.4,76.4,129.6,"Estimated values — region, variety and management dependent. Validate locally before use."
963,Jute - Variety A #63,जूट,Fiber,759.6,15,143.3,35.2,116.6,"Estimated values — region, variety and management dependent. Validate locally before use."
422,Capsicum (Bell Pepper) - Hybrid,शिमला मिर्च,Vegetable,624.7,4,238.9,45.5,189.4,"Estimated values — region, variety and management dependent. Validate locally before use."
341,Hemp,भांग,Fiber,569.0,18,175.0,51.5,132.3,"Estimated values — region, variety and management dependent. Validate locally before use."
184,Capsicum (Bell Pepper) - High Yielding,शिमला मिर्च,Vegetable,811.1,10,194.6,82.7,192.7,"Estimated values — region, variety and management dependent. Validate locally before use."
998,Onion - Variety A #98,प्याज,Vegetable,381.1,6,81.1,118.8,74.4,"Estimated values — region, variety and management dependent. Validate locally before use."
423,Peas - Variety A,मटर,Vegetable,319.0,7,110.6,50.8,142.6,"Estimated values — region, variety and management dependent. Validate locally before use."
182,Curry Leaves - Hybrid,करी पत्ता,Herb,382.8,6,61.0,55.8,27.0,"Estimated values — region, variety and management dependent. Validate locally before use."
905,Black Gram (Urad) - Short Duration #5,उड़द,Pulse,309.9,21,22.1,18.0,16.9,"Estimated values — region, variety and management dependent. Validate locally before use."
862,Litchi - Hybrid #62,लिची,Fruit,929.8,10,307.6,140.1,298.7,"Estimated values — region, variety and management dependent. Validate locally before use."
650,Beetroot - Short Duration #50,चुकंदर,Vegetable,772.2,9,80.2,70.9,157.2,"Estimated values — region, variety and management dependent. Validate locally before use."
746,Orange #46,संतरा,Fruit,1129.7,9,182.2,184.2,338.8,"Estimated values — region, variety and management dependent. Validate locally before use."
701,Watermelon #1,तरबूज,Fruit,811.7,17,248.4,92.4,271.1,"Estimated values — region, variety and management dependent. Validate locally before use."
106,Watermelon,तरबूज,Fruit,1319.3,15,286.9,131.9,250.8,"Estimated values — region, variety and management dependent. Validate locally before use."
920,Betel Leaf - Short Duration #20,पान,Cash Crop,844.5,9,95.9,24.8,179.7,"Estimated values — region, variety and management dependent. Validate locally before use."
652,Cauliflower - Hybrid #52,फूलगोभी,Vegetable,360.9,7,214.1,86.2,161.3,"Estimated values — region, variety and management dependent. Validate locally before use."
367,Cotton - Hybrid,कपास,Fiber,503.8,16,168.9,27.1,157.0,"Estimated values — region, variety and management dependent. Validate locally before use."
620,Mango - Short Duration #20,आम,Fruit,1151.5,9,188.5,186.2,168.7,"Estimated values — region, variety and management dependent. Validate locally before use."
906,Green Gram (Moong) #6,मूंग,Pulse,500.5,19,27.8,33.4,13.6,"Estimated values — region, variety and management dependent. Validate locally before use."
316,Basil (Tulsi),तुलसी,Herb,577.4,4,49.3,13.1,31.9,"Estimated values — region, variety and management dependent. Validate locally before use."
43,Tomato - Variety A,टमाटर,Vegetable,467.1,5,228.7,46.0,169.3,"Estimated values — region, variety and management dependent. Validate locally before use."
131,Tobacco,तंबाकू,Cash Crop,208.1,10,35.4,89.2,102.8,"Estimated values — region, variety and management dependent. Validate locally before use."
441,Clove,लौंग,Spice,940.3,15,114.3,61.7,115.4,"Estimated values — region, variety and management dependent. Validate locally before use."
152,Lemon - Hybrid,नींबू,Fruit,1270.4,16,265.3,190.1,206.3,"Estimated values — region, variety and management dependent. Validate locally before use."
589,Foxtail Millet - High Yielding,कुटकी,Cereal,453.2,9,101.5,58.4,22.1,"Estimated values — region, variety and management dependent. Validate locally before use."
37,Pear - Hybrid,नाशपाती,Fruit,1345.6,8,228.5,91.8,221.4,"Estimated values — region, variety and management dependent. Validate locally before use."
153,Grapes - Variety A,अंगूर,Fruit,999.0,17,137.2,89.8,135.6,"Estimated values — region, variety and management dependent. Validate locally before use."
677,Cardamom - Hybrid #77,इलायची,Spice,696.6,16,176.5,114.0,186.5,"Estimated values — region, variety and management dependent. Validate locally before use."
961,Sugarcane #61,गन्ना,Cash Crop,788.3,8,113.8,118.0,99.8,"Estimated values — region, variety and management dependent. Validate locally before use."
602,Barley - Hybrid #2,जौ,Cereal,658.9,15,129.6,55.8,47.5,"Estimated values — region, variety and management dependent. Validate locally before use."
438,Black Pepper - Variety A,काली मिर्च,Spice,980.6,17,160.8,98.6,77.4,"Estimated values — region, variety and management dependent. Validate locally before use."
453,Sesbania - Variety A,सेसबानिया,Fodder,692.0,11,107.2,31.8,67.6,"Estimated values — region, variety and management dependent. Validate locally before use."
786,Black Gram (Urad) #86,उड़द,Pulse,463.0,20,47.4,35.2,18.6,"Estimated values — region, variety and management dependent. Validate locally before use."
269,Pineapple - High Yielding,अनानास,Fruit,1087.0,20,342.7,97.4,209.9,"Estimated values — region, variety and management dependent. Validate locally before use."
134,Mustard / Rapeseed - High Yielding,सरसों,Oilseed,474.5,17,95.3,30.3,79.8,"Estimated values — region, variety and management dependent. Validate locally before use."
342,Stevia - Hybrid,स्टीविया,Other,858.7,8,42.6,44.9,24.1,"Estimated values — region, variety and management dependent. Validate locally before use."
804,Rubber - High Yielding #4,रबर,Plantation,909.7,13,305.7,116.2,188.1,"Estimated values — region, variety and management dependent. Validate locally before use."
46,Onion,प्याज,Vegetable,428.2,7,233.4,53.2,40.3,"Estimated values — region, variety and management dependent. Validate locally before use."
284,Onion - High Yielding,प्याज,Vegetable,376.7,9,220.9,99.1,149.7,"Estimated values — region, variety and management dependent. Validate locally before use."
653,Broccoli - Variety A #53,ब्रोकली,Vegetable,435.3,7,92.5,107.7,87.2,"Estimated values — region, variety and management dependent. Validate locally before use."
949,Proso Millet - High Yielding #49,बासमा,Cereal,405.2,13,155.0,40.7,68.0,"Estimated values — region, variety and management dependent. Validate locally before use."
53,Carrot - Variety A,गाजर,Vegetable,647.4,4,185.3,73.5,133.4,"Estimated values — region, variety and management dependent. Validate locally before use."
822,Pumpkin - Hybrid #22,कद्दू,Vegetable,627.4,9,104.5,94.2,186.3,"Estimated values — region, variety and management dependent. Validate locally before use."
780,Peas - Short Duration #80,मटर,Vegetable,878.2,6,157.0,50.7,106.0,"Estimated values — region, variety and management dependent. Validate locally before use."
978,Banana - Variety A #78,केला,Fruit,752.8,8,264.6,130.8,196.9,"Estimated values — region, variety and management dependent. Validate locally before use."
600,Pearl Millet (Bajra) - Short Duration #100,बाजरा,Cereal,341.6,15,198.0,36.8,77.7,"Estimated values — region, variety and management dependent. Validate locally before use."
209,Rubber - High Yielding,रबर,Plantation,1236.7,28,329.7,102.4,214.3,"Estimated values — region, variety and management dependent. Validate locally before use."
352,Kodo Millet - Hybrid,कोदो,Cereal,528.9,16,156.7,39.9,57.6,"Estimated values — region, variety and management dependent. Validate locally before use."
216,Sunhemp,सनहेम्प,Fodder,727.5,12,158.5,76.3,73.6,"Estimated values — region, variety and management dependent. Validate locally before use."
289,Cassava (Tapioca) - High Yielding,कसावा,Vegetable,825.8,8,102.3,70.1,66.0,"Estimated values — region, variety and management dependent. Validate locally before use."
279,Cherry - High Yielding,चेरी,Fruit,1268.1,17,183.7,99.5,239.5,"Estimated values — region, variety and management dependent. Validate locally before use."
954,Rice - High Yielding #54,धान,Cereal,688.9,11,112.3,48.6,63.6,"Estimated values — region, variety and management dependent. Validate locally before use."
821,Muskmelon #21,खरबूजा,Fruit,572.0,10,134.1,108.6,299.4,"Estimated values — region, variety and management dependent. Validate locally before use."
110,Bitter Gourd (Karela) - Short Duration,करेला,Vegetable,697.8,4,189.3,50.9,113.9,"Estimated values — region, variety and management dependent. Validate locally before use."
119,Honey - High Yielding,शहद,Other,449.6,17,183.4,51.3,188.9,"Estimated values — region, variety and management dependent. Validate locally before use."
942,Bottle Gourd (Lauki) - Hybrid #42,लौकी,Vegetable,683.9,8,132.6,67.8,126.3,"Estimated values — region, variety and management dependent. Validate locally before use."
138,Castor - Variety A,अरंडी,Oilseed,593.0,18,99.7,49.4,70.0,"Estimated values — region, variety and management dependent. Validate locally before use."
107,Muskmelon - Hybrid,खरबूजा,Fruit,642.6,10,168.2,122.8,197.2,"Estimated values — region, variety and management dependent. Validate locally before use."
307,Lentil (Masoor) - Hybrid,मसूर,Pulse,399.9,18,10.8,25.5,17.3,"Estimated values — region, variety and management dependent. Validate locally before use."
973,Coconut - Variety A #73,नारियल,Plantation,1012.6,29,257.2,163.3,263.1,"Estimated values — region, variety and management dependent. Validate locally before use."
9,Sugarcane - High Yielding,गन्ना,Cash Crop,863.5,16,179.4,49.8,46.5,"Estimated values — region, variety and management dependent. Validate locally before use."
823,Bottle Gourd (Lauki) - Variety A #23,लौकी,Vegetable,777.0,9,190.1,116.6,41.8,"Estimated values — region, variety and management dependent. Validate locally before use."
310,Black Gram (Urad) - Short Duration,उड़द,Pulse,407.8,18,49.3,25.2,10.6,"Estimated values — region, variety and management dependent. Validate locally before use."
557,Black Pepper - Hybrid,काली मिर्च,Spice,828.7,13,158.0,90.4,20.2,"Estimated values — region, variety and management dependent. Validate locally before use."
744,Sapota (Chikoo) - High Yielding #44,चीकू,Fruit,443.4,11,190.1,151.5,206.5,"Estimated values — region, variety and management dependent. Validate locally before use."
635,Apricot - Short Duration #35,खुबानी,Fruit,461.8,16,154.7,129.0,100.2,"Estimated values — region, variety and management dependent. Validate locally before use."
292,Radish - Hybrid,मूली,Vegetable,471.0,9,213.2,58.7,78.3,"Estimated values — region, variety and management dependent. Validate locally before use."
379,Areca Nut (Supari) - High Yielding,सुपारी,Plantation,626.5,17,237.3,132.6,161.2,"Estimated values — region, variety and management dependent. Validate locally before use."
890,Cauliflower - Short Duration #90,फूलगोभी,Vegetable,443.6,4,245.9,46.9,84.1,"Estimated values — region, variety and management dependent. Validate locally before use."
630,Pomegranate - Short Duration #30,अनार,Fruit,461.5,10,243.9,197.4,197.1,"Estimated values — region, variety and management dependent. Validate locally before use."
358,Wheat - Variety A,गेहूं,Cereal,356.4,7,114.8,35.4,56.9,"Estimated values — region, variety and management dependent. Validate locally before use."
713,Saffron - Variety A #13,केसरी/जाफरान,Spice,851.7,12,106.9,78.6,103.5,"Estimated values — region, variety and management dependent. Validate locally before use."
621,Banana #21,केला,Fruit,890.6,9,108.7,142.9,161.4,"Estimated values — region, variety and management dependent. Validate locally before use."
